HafenCity, Hamburg-Mitte, Hamburg, 20457, Deutschland;0.8863183950070417
Neustadt, Neustadt an der Weinstraﬂe, Rheinland-Pfalz, 67433, Deutschland;484.5057942800441
St. Pauli, Hamburg-Mitte, Hamburg, Deutschland;2.7612434772881773
St. Georg, Hamburg-Mitte, Hamburg, 20099, Deutschland;1.1617492402290792
Hammerbrook, Hamburg-Mitte, Hamburg, 20097, Deutschland;1.761308786666301
Borgfelde, Hamburg-Mitte, Hamburg, Deutschland;2.2256802753949994
Hamm, Regierungsbezirk Arnsberg, Nordrhein-Westfalen, Deutschland;256.80816187030024
Hoorn, Noord-Holland, Nederland;346.18939428490825
Billstedt, Hamburg-Mitte, ÷jendorf, Hamburg, Deutschland;8.085998242273533
Billbrook, Hamburg-Mitte, Hamburg, Deutschland;6.250158888215158
Rothenburgsort, Hamburg-Mitte, Hamburg, 20539, Deutschland;2.911181593131932
Veddel, Hamburg-Mitte, Hamburg, Deutschland;3.0769560779105953
Wilhelmsburg, Hamburg-Mitte, Hamburg, Deutschland;6.467313827392599
